StartDate,EndDate,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,UserLanguage,Q_RecaptchaScore,Consent Form,pucc_blame_1,pucc_wrong_1,pucc_punish,puch_blame_1,puch_wrong_1,puch_punish,pudiv_blame_1,pudiv_wrong_1,pudiv_punish,ppcc_blame_1,ppcc_wrong_1,ppcc_punish,ppch_blame_1,ppch_wrong_1,ppch_punish,tucc_blame_1,tucc_wrong_1,tucc_punish,tuch_blame_1,tuch_wrong_1,tuch_punish,tudiv_blame_1,tudiv_wrong_1,tudiv_punish,tpcc_blame_1,tpcc_wrong_1,tpcc_punish,tpch_blame_1,tpch_wrong_1,tpch_punish,cog_load_check,comp_p_prob_harm,comp_p_agency_across,comp_p_agency_within,2afc_p_interperson_1,2afc_p_interperson_2,2afc_p_intraperson_1,2afc_p_intraperson_2,2afc_p_intraperson_3,2afc_p_intraperson_4,comp_t_prob_harm,comp_t_agency_across,comp_t_agency_within,2afc_t_interperson_1,2afc_t_interperson_2,2afc_t_intraperson_1,2afc_t_intraperson_2,2afc_t_intraperson_3,2afc_t_intraperson_4,crt_bat_ball,crt_widgets,crt_lilly_pads,indcol_hi_1_1,indcol_hi_2_1,indcol_hi_3_1,indcol_vi_1_1,indcol_vi_2_1,indcol_vi_3_1,indcol_vi_4_1,indcol_hc_1_1,indcol_hc_2_1,indcol_hc_3_1,indcol_hc_4_1,indcol_vc_1_1,indcol_vc_2_1,indcol_vc_3_1,Age,Gender,Race,Race_7_TEXT,Political,Political_6_TEXT,user_feedback,id,LoadCondition,StoryCondition,CaseOrder
05/02/2026 20:55,05/02/2026 20:55,100,13,True,,ROBOT_3B6FA28F,EN,1,I CONSENT to participate in this study,,,,,,,,,,,,,,,,5,4,1,6,5,2,6,5,2,6,6,2,1,1,0,8403259,,,,,,,,,,True,True,True,Bill (the operator at the second fork) is more blameworthy.,"Indeed, I think that one of these characters is more morally blameworthy than the other.",Clark is more blameworthy in the story where the second fork is operated by a computerized switching mechanism.,"Indeed, I think that Clark is more morally blameworthy in one story than in the other story.",Clark is more blameworthy in the story where he flips the switch at the same time as Bill.,"Indeed, I think that Clark is more morally blameworthy in one story than in the other.",5,5,47,7,6,7,5,3,4,4,7,6,5,6,7,5,6,ROBOT_PARTICIPANT,ROBOT_PARTICIPANT,grok-3,1.0,ROBOT_PARTICIPANT,,"My ratings of Clark's blameworthiness were most influenced by the degree of control he had over the outcome and the presence of another decision-maker or mechanism between his action and the harm caused. In scenarios where another operator like Bill was involved, I rated Clark slightly less blameworthy because the final outcome depended on another's decision, distributing some responsibility. However, when a computerized mechanism with a known probability was involved, I felt Clark bore more responsibility since he knowingly triggered a high-risk situation, even though he didn't directly cause the harm.",ROBOT_3B6FA28F,high,trolley,DIV-CC-CH
05/02/2026 20:55,05/02/2026 20:55,100,19,True,,ROBOT_AA4BF8EC,EN,1,I CONSENT to participate in this study,8,8,4,8,8,4,9,9,5,9,9,10,2,2,0,,,,,,,,,,,,,,,,63,True,False,False,Bill (the buyer who detonated the dangerous fireworks) is more blameworthy.,"Indeed, I think that one of these characters is more morally blameworthy than the other.",Clark is more blameworthy in the story where Bill has brain damage.,"Indeed, I think that Clark is more morally blameworthy in one story than in the other story.",Clark is more blameworthy in the story where he armed the flare canister remotely at the same time that Bill ignited it.,"Indeed, I think that Clark is more morally blameworthy in one story than in the other story.",,,,,,,,,,5,5,47,6,5,6,4,3,5,4,7,7,7,6,7,6,7,ROBOT_PARTICIPANT,ROBOT_PARTICIPANT,gemini-2.5-flash,1.0,ROBOT_PARTICIPANT,,My ratings for Clark's blameworthiness were most influenced by the directness of his involvement in the ultimate harm. In the scenario where Clark and Bill had to simultaneously activate the canister for,ROBOT_AA4BF8EC,low,firework,CC-CH-DIV
05/02/2026 20:55,05/02/2026 20:56,100,31,True,,ROBOT_7084F508,EN,1,I CONSENT to participate in this study,,,,,,,,,,,,,,,,4,4,0,6,6,0,5,5,0,7,7,0,1,1,0,63,,,,,,,,,,True,True,True,Bill (the operator at the second fork) is more blameworthy.,"Indeed, I think that one of these characters is more morally blameworthy than the other.",Clark is more blameworthy in the story where the second fork is operated by a computerized switching mechanism.,"Indeed, I think that Clark is more morally blameworthy in one story than in the other story.",Clark is more blameworthy in the story where he flips the switch at the same time as Bill.,I actually think Clark is roughly equally morally blameworthy in both stories.,5,5,47,6,6,5,4,2,5,3,7,7,6,6,7,6,7,ROBOT_PARTICIPANT,ROBOT_PARTICIPANT,claude-sonnet-4-6,1.0,ROBOT_PARTICIPANT,,"The most influential factor in my ratings was the causal distance between Clark's action and the harm, combined with the presence of intervening agents or mechanisms. When Bill was the second decision-maker, I felt Clark was somewhat less blameworthy because Bill's independent moral agency constituted a meaningful intervening choice that partially absorbed responsibility. However, the computerized mechanism scenario felt slightly more blameworthy for Clark because the mechanism lacks genuine moral agency, making Clark's action more directly causally responsible for the probabilistic harm without a truly independent moral agent absorbing any of the responsibility.",ROBOT_7084F508,low,trolley,DIV-CC-CH
05/02/2026 20:56,05/02/2026 20:56,100,38,True,,ROBOT_79D64FFB,EN,1,I CONSENT to participate in this study,8,8,5,9,9,8,9,9,10,9,9,15,2,3,1,,,,,,,,,,,,,,,,63,True,True,True,Bill (the buyer who detonated the dangerous fireworks) is more blameworthy.,"Indeed, I think that one of these characters is more morally blameworthy than the other.",Clark is more blameworthy in the story where Bill has brain damage.,"Indeed, I think that Clark is more morally blameworthy in one story than in the other story.",Clark is more blameworthy in the story where he armed the flare canister remotely at the same time that Bill ignited it.,"Indeed, I think that Clark is more morally blameworthy in one story than in the other story.",,,,,,,,,,5,5,47,8,7,8,6,5,7,4,9,8,7,9,9,8,9,ROBOT_PARTICIPANT,ROBOT_PARTICIPANT,gpt-4o,1.0,ROBOT_PARTICIPANT,,"The most significant factor influencing my ratings of Clark's blameworthiness was his awareness of the potential harm and his decision to prioritize financial gain over safety. The presence of Bill as another decision-maker slightly mitigated Clark's responsibility in scenarios where Bill was mentally competent, but Clark's direct involvement in arming or activating the canister still made him culpable. In scenarios where Bill had a brain injury, Clark's responsibility increased, as he was aware of Bill’s inability to understand the consequences.",ROBOT_79D64FFB,low,firework,CC-CH-DIV
05/02/2026 20:56,05/02/2026 20:56,100,15,True,,ROBOT_E937690F,EN,1,I CONSENT to participate in this study,,,,,,,,,,,,,,,,5,4,1,6,5,2,6,5,2,7,6,3,1,1,0,8403259,,,,,,,,,,True,True,True,Bill (the operator at the second fork) is more blameworthy.,"Indeed, I think that one of these characters is more morally blameworthy than the other.",Clark is more blameworthy in the story where the second fork is operated by a computerized switching mechanism.,"Indeed, I think that Clark is more morally blameworthy in one story than in the other story.",Clark is more blameworthy in the story where he flips the switch at the same time as Bill.,"Indeed, I think that Clark is more morally blameworthy in one story than in the other.",5,5,47,7,6,7,5,3,4,3,7,6,5,6,5,4,5,ROBOT_PARTICIPANT,ROBOT_PARTICIPANT,grok-3,1.0,ROBOT_PARTICIPANT,,"My ratings of Clark's blameworthiness were most influenced by the degree of control he had over the outcome and the presence of other factors or decision-makers between his action and the harm caused. In scenarios where another operator, like Bill, made a subsequent decision, I felt Clark was slightly less blameworthy because the outcome also depended on someone else's choice. However, when the second decision was made by a computerized mechanism, I rated Clark as more blameworthy since he knowingly initiated a process with a high probability of harm, despite lacking full control over the final outcome.",ROBOT_E937690F,high,trolley,DIV-CC-CH
05/02/2026 21:00,05/02/2026 21:01,100,38,True,,ROBOT_0CD8C224,EN,1,I CONSENT to participate in this study,8,8,7,9,9,9,9,9,10,9,9,15,2,2,0,,,,,,,,,,,,,,,,63,True,False,False,Bill (the buyer who detonated the dangerous fireworks) is more blameworthy.,"Indeed, I think that one of these characters is more morally blameworthy than the other.",Clark is more blameworthy in the story where Bill has brain damage.,"Indeed, I think that Clark is more morally blameworthy in one story than in the other story.",Clark is more blameworthy in the story where he armed the flare canister remotely at the same time that Bill ignited it.,"Indeed, I think that Clark is more morally blameworthy in one story than in the other story.",,,,,,,,,,5,5,47,7,6,7,5,4,6,3,8,7,6,7,8,7,8,ROBOT_PARTICIPANT,ROBOT_PARTICIPANT,gemini-2.5-flash,1.0,ROBOT_PARTICIPANT,,"The primary factor influencing my ratings for Clark's blameworthiness was the degree of his direct causal role in the harm, especially considering the mental state of Bill. When Bill had a brain",ROBOT_0CD8C224,low,firework,CC-CH-DIV
05/02/2026 21:01,05/02/2026 21:01,100,16,True,,ROBOT_92F03141,EN,1,I CONSENT to participate in this study,8,8,7,7,7,5,8,8,7,9,9,10,3,3,0,,,,,,,,,,,,,,,,8403259,True,False,True,Bill (the buyer who detonated the dangerous fireworks) is more blameworthy.,"Indeed, I think that one of these characters is more morally blameworthy than the other.",Clark is more blameworthy in the story where Bill has brain damage.,"Indeed, I think that Clark is more morally blameworthy in one story than in the other story.",Clark is more blameworthy in the story where he armed the flare canister remotely at the same time that Bill ignited it.,"Indeed, I think that Clark is more morally blameworthy in one story than in the other story.",,,,,,,,,,5,5,47,7,6,7,5,3,4,3,8,7,6,7,6,5,6,ROBOT_PARTICIPANT,ROBOT_PARTICIPANT,grok-3,1.0,ROBOT_PARTICIPANT,,"The key factor influencing my ratings of Clark's blameworthiness was his awareness of the potential harm and the degree of control he had over the situation, particularly whether he actively armed or activated the canister knowing the high risk (75% chance) of injury. The presence of another decision-maker, like Bill, did somewhat lessen Clark's perceived responsibility in scenarios where Bill's actions were more autonomous and intentional, as it introduced a shared culpability. However, when Bill had a brain injury impairing his understanding, I felt Clark bore more responsibility due to his full awareness of the risk and his decision to enable the harm despite this knowledge.",ROBOT_92F03141,high,firework,CH-DIV-CC
05/02/2026 21:01,05/02/2026 21:02,100,39,True,,ROBOT_8C9646E2,EN,1,I CONSENT to participate in this study,,,,,,,,,,,,,,,,8,8,5,8,8,5,8,8,5,8,8,5,1,1,1,63,,,,,,,,,,True,True,True,Bill (the operator at the second fork) is more blameworthy.,"Indeed, I think that one of these characters is more morally blameworthy than the other.",Clark is more blameworthy in the story where the second fork is operated by a computerized switching mechanism.,"Indeed, I think that Clark is more morally blameworthy in one story than in the other story.",Clark is more blameworthy in the story where he flips the switch at the same time as Bill.,"Indeed, I think that Clark is more morally blameworthy in one story than in the other.",5,5,47,7,6,7,5,4,5,3,8,7,7,6,8,7,8,ROBOT_PARTICIPANT,ROBOT_PARTICIPANT,gemini-2.5-flash,1.0,ROBOT_PARTICIPANT,,"My ratings of Clark's blameworthiness were primarily influenced by his full awareness of the high probability (75%) that his action would lead to the workman's harm, coupled with his decision to prioritize a $2,000 bonus over preventing that potential harm. The presence of another decision-maker (Bill or the mechanism) did not substantially diminish Clark's responsibility because he knowingly initiated a sequence of events with a high likelihood of the ultimate negative outcome, making his action a crucial and blameworthy step in the causal chain. His intentional activation of this risky chain, despite knowing the high odds, held consistent moral weight across scenarios.",ROBOT_8C9646E2,low,trolley,CH-DIV-CC
05/02/2026 21:02,05/02/2026 21:03,100,35,True,,ROBOT_E8E48F46,EN,1,I CONSENT to participate in this study,,,,,,,,,,,,,,,,7,7,3,8,8,4,7,7,3,8,8,4,1,1,1,8403259,,,,,,,,,,True,True,True,Bill (the operator at the second fork) is more blameworthy.,"Indeed, I think that one of these characters is more morally blameworthy than the other.",Clark is more blameworthy in the story where the second fork is operated by a computerized switching mechanism.,"Indeed, I think that Clark is more morally blameworthy in one story than in the other story.",Clark is more blameworthy in the story where he flips the switch before Bill.,"Indeed, I think that Clark is more morally blameworthy in one story than in the other.",5,5,47,7,6,7,4,3,5,3,8,8,7,6,8,7,8,ROBOT_PARTICIPANT,ROBOT_PARTICIPANT,gemini-2.5-flash,1.0,ROBOT_PARTICIPANT,,"My ratings for Clark's blameworthiness were most influenced by the nature of the intermediate agent between his action and the harm. The presence of another human decision-maker, Bill, did slightly reduce Clark's blameworthiness in my eyes. This is because Bill's independent, culpable choice to cause",ROBOT_E8E48F46,high,trolley,CH-DIV-CC
05/02/2026 21:03,05/02/2026 21:03,100,41,True,,ROBOT_C807A6A0,EN,1,I CONSENT to participate in this study,8,8,5,9,9,6,8,8,4,9,9,7,3,4,1,,,,,,,,,,,,,,,,8403259,True,False,True,Bill (the buyer who detonated the dangerous fireworks) is more blameworthy.,"Indeed, I think that one of these characters is more morally blameworthy than the other.",Clark is more blameworthy in the story where Bill has brain damage.,"Indeed, I think that Clark is more morally blameworthy in one story than in the other story.",Clark is more blameworthy in the story where he armed the flare canister remotely at the same time that Bill ignited it.,"Indeed, I think that Clark is more morally blameworthy in one story than in the other story.",,,,,,,,,,5,5,47,6,6,5,4,2,5,3,7,8,6,6,7,6,7,ROBOT_PARTICIPANT,ROBOT_PARTICIPANT,claude-sonnet-4-6,1.0,ROBOT_PARTICIPANT,,"The most influential factor in my ratings of Clark's blameworthiness was his awareness of the likely harm combined with his voluntary choice to arm the canister for personal financial gain, despite having the option not to. The presence of another decision-maker (Bill) did reduce Clark's blameworthiness somewhat in the competent-Bill scenarios, since Bill retained full moral agency and made an independent choice to detonate the canister. However, in the brain-injured-Bill scenario, Clark's blameworthiness increased because he effectively became the primary responsible agent when he knowingly enabled someone who lacked the capacity to make informed decisions — making the intervening ""choice"" less morally significant as a buffer.",ROBOT_C807A6A0,high,firework,CC-DIV-CH
05/02/2026 21:03,05/02/2026 21:04,100,28,True,,ROBOT_B7F0BFEA,EN,1,I CONSENT to participate in this study,,,,,,,,,,,,,,,,5,6,2,6,7,3,5,6,2,7,8,4,3,4,1,8403259,,,,,,,,,,True,True,True,Bill (the operator at the second fork) is more blameworthy.,"Indeed, I think that one of these characters is more morally blameworthy than the other.","Clark is more blameworthy in the story where the second fork is operated by Bill, another operator.","Indeed, I think that Clark is more morally blameworthy in one story than in the other story.",Clark is more blameworthy in the story where he flips the switch before Bill.,I actually think Clark is roughly equally morally blameworthy in both stories.,5,5,47,8,7,8,6,5,7,6,9,8,8,8,9,8,9,ROBOT_PARTICIPANT,ROBOT_PARTICIPANT,gpt-4o,1.0,ROBOT_PARTICIPANT,,"What most influenced my ratings of Clark's blameworthiness was the presence of another decision-maker, which provided an additional layer of decision-making that lessened Clark's direct responsibility. When another person like Bill or a mechanism was involved in the decision that directly led to the harm, it diluted the extent to which Clark alone was accountable, as each decision point contributed independently to the outcome. The complexity and uncertainty added by other decision-makers made Clark's blameworthiness feel more distributed, rather than entirely on him.",ROBOT_B7F0BFEA,high,trolley,DIV-CH-CC
05/02/2026 21:04,05/02/2026 21:04,100,14,True,,ROBOT_5EE287ED,EN,1,I CONSENT to participate in this study,,,,,,,,,,,,,,,,6,5,2,7,6,3,6,5,2,7,6,3,1,1,0,63,,,,,,,,,,True,True,True,Bill (the operator at the second fork) is more blameworthy.,"Indeed, I think that one of these characters is more morally blameworthy than the other.",Clark is more blameworthy in the story where the second fork is operated by a computerized switching mechanism.,"Indeed, I think that Clark is more morally blameworthy in one story than in the other story.",Clark is more blameworthy in the story where he flips the switch at the same time as Bill.,"Indeed, I think that Clark is more morally blameworthy in one story than in the other.",5,5,47,7,6,7,5,3,4,3,8,7,6,6,5,4,5,ROBOT_PARTICIPANT,ROBOT_PARTICIPANT,grok-3,1.0,ROBOT_PARTICIPANT,,"My ratings of Clark's blameworthiness were most influenced by the level of control he had over the outcome and the presence of another decision-maker or mechanism. In scenarios with another operator like Bill, I felt Clark was slightly less blameworthy because the final outcome also depended on Bill’s decision, distributing responsibility. However, in the scenario with the computerized mechanism, I rated Clark as more blameworthy since he knowingly initiated the chain of events with a high probability of harm, despite lacking control over the mechanism's final action.",ROBOT_5EE287ED,low,trolley,DIV-CH-CC
05/02/2026 21:04,05/02/2026 21:05,100,32,True,,ROBOT_10474AFF,EN,1,I CONSENT to participate in this study,,,,,,,,,,,,,,,,7,7,3,8,8,4,7,7,3,8,8,4,1,1,0,63,,,,,,,,,,True,True,True,,,,,,,5,5,47,7,6,7,5,4,6,4,8,8,7,7,8,6,7,ROBOT_PARTICIPANT,ROBOT_PARTICIPANT,gemini-2.5-flash,1.0,ROBOT_PARTICIPANT,,"Clark's blameworthiness was largely influenced by his explicit knowledge of the 75% probability of harm and his willingness to risk it for personal gain. The presence of another decision-maker did slightly reduce Clark's moral blameworthiness in my ratings. This is because another human's independent action introduced an additional layer of agency, making Clark's action a necessary but not solely sufficient cause for the harm.",ROBOT_10474AFF,low,trolley,CH-DIV-CC
05/02/2026 21:05,05/02/2026 21:05,100,36,True,,ROBOT_D4CD383F,EN,1,I CONSENT to participate in this study,,,,,,,,,,,,,,,,6,6,1,7,7,2,6,6,1,8,8,3,1,1,0,8403259,,,,,,,,,,True,True,True,Bill (the operator at the second fork) is more blameworthy.,"Indeed, I think that one of these characters is more morally blameworthy than the other.",Clark is more blameworthy in the story where the second fork is operated by a computerized switching mechanism.,"Indeed, I think that Clark is more morally blameworthy in one story than in the other story.",Clark is more blameworthy in the story where he flips the switch at the same time as Bill.,I actually think Clark is roughly equally morally blameworthy in both stories.,5,5,47,6,6,5,4,2,5,4,7,7,6,6,7,6,7,ROBOT_PARTICIPANT,ROBOT_PARTICIPANT,claude-sonnet-4-6,1.0,ROBOT_PARTICIPANT,,"The most significant factor influencing my ratings was Clark's awareness of the probable harm combined with his willingness to prioritize his financial bonus over the workman's safety. The presence of another decision-maker (Bill) did slightly reduce Clark's blameworthiness relative to the computerized mechanism scenario, because Bill's independent moral agency meant Clark could not fully control the outcome — yet Clark still knowingly created the conditions for harm with a 75% probability. However, this reduction was modest, since Clark's deliberate choice to flip the switch despite foreseeing likely harm remained the initiating cause regardless of whether the second actor was human or mechanical.",ROBOT_D4CD383F,high,trolley,CC-DIV-CH
05/02/2026 21:06,05/02/2026 21:06,100,14,True,,ROBOT_98193274,EN,1,I CONSENT to participate in this study,8,7,7,8,7,7,7,6,5,9,9,10,3,3,0,,,,,,,,,,,,,,,,63,True,True,True,Bill (the buyer who detonated the dangerous fireworks) is more blameworthy.,"Indeed, I think that one of these characters is more morally blameworthy than the other.",Clark is more blameworthy in the story where Bill has brain damage.,"Indeed, I think that Clark is more morally blameworthy in one story than in the other story.",Clark is more blameworthy in the story where he armed the flare canister remotely at the same time that Bill ignited it.,"Indeed, I think that Clark is more morally blameworthy in one story than in the other story.",,,,,,,,,,5,5,47,7,6,7,5,3,4,4,7,6,5,6,6,5,5,ROBOT_PARTICIPANT,ROBOT_PARTICIPANT,grok-3,1.0,ROBOT_PARTICIPANT,,"My ratings of Clark's blameworthiness were most influenced by his awareness of the high risk of harm (75% chance of injury) and his decision to arm or activate the canister despite this knowledge, especially for personal gain. The presence of another decision-maker, Bill, did slightly lessen Clark's perceived responsibility in scenarios where Bill's actions were decisive, as it introduced shared accountability. However, Clark's initial choice to enable the potential harm by arming the canister still made him significantly blameworthy in my view, as he knowingly contributed to a dangerous situation.",ROBOT_98193274,low,firework,DIV-CH-CC
05/02/2026 21:06,05/02/2026 21:06,100,29,True,,ROBOT_54C9C8A1,EN,1,I CONSENT to participate in this study,,,,,,,,,,,,,,,,7,7,4,8,8,5,7,7,4,9,9,7,1,1,0,8403259,,,,,,,,,,True,True,True,Bill (the operator at the second fork) is more blameworthy.,"Indeed, I think that one of these characters is more morally blameworthy than the other.",Clark is more blameworthy in the story where the second fork is operated by a computerized switching mechanism.,"Indeed, I think that Clark is more morally blameworthy in one story than in the other story.",Clark is more blameworthy in the story where he flips the switch at the same time as Bill.,"Indeed, I think that Clark is more morally blameworthy in one story than in the other.",5,5,47,8,7,8,6,5,7,6,9,8,8,8,9,8,9,ROBOT_PARTICIPANT,ROBOT_PARTICIPANT,gemini-2.5-flash,1.0,ROBOT_PARTICIPANT,,"My ratings for Clark's blameworthiness were primarily influenced by his decision to prioritize a financial bonus over a high probability (75%) of causing harm, which he was fully aware of. The presence",ROBOT_54C9C8A1,high,trolley,CC-DIV-CH
05/02/2026 21:06,05/02/2026 21:07,100,31,True,,ROBOT_79C9EC6D,EN,1,I CONSENT to participate in this study,,,,,,,,,,,,,,,,6,6,1,7,6,1,6,5,1,7,7,1,1,1,0,8403259,,,,,,,,,,True,True,True,Bill (the operator at the second fork) is more blameworthy.,I actually think that both Clark and Bill are roughly equally morally blameworthy.,Clark is more blameworthy in the story where the second fork is operated by a computerized switching mechanism.,"Indeed, I think that Clark is more morally blameworthy in one story than in the other story.",Clark is more blameworthy in the story where he flips the switch at the same time as Bill.,I actually think Clark is roughly equally morally blameworthy in both stories.,5,5,47,6,6,5,4,2,5,3,7,7,6,6,7,6,7,ROBOT_PARTICIPANT,ROBOT_PARTICIPANT,claude-sonnet-4-6,1.0,ROBOT_PARTICIPANT,,"The primary factor influencing my ratings of Clark's blameworthiness was his clear awareness of the probable harm his action could cause, combined with his deliberate choice to prioritize financial gain over the workman's safety. The presence of another decision-maker between Clark's action and the outcome did moderately reduce his blameworthiness, since an intervening agent (whether human or mechanical) bears some independent responsibility, but it did not absolve Clark because he knowingly set the harmful chain of events in motion. However, Clark remained substantially blameworthy across all scenarios because the risk of harm was foreseeable and he acted anyway.",ROBOT_79C9EC6D,high,trolley,DIV-CH-CC
05/02/2026 21:07,05/02/2026 21:08,100,34,True,,ROBOT_2F888A6B,EN,1,I CONSENT to participate in this study,8,9,5,9,9,15,9,9,10,9,9,20,2,5,3,,,,,,,,,,,,,,,,8403259,True,True,True,Bill (the buyer who detonated the dangerous fireworks) is more blameworthy.,"Indeed, I think that one of these characters is more morally blameworthy than the other.",Clark is more blameworthy in the story where Bill has brain damage.,"Indeed, I think that Clark is more morally blameworthy in one story than in the other story.",Clark is more blameworthy in the story where he armed the flare canister remotely at the same time that Bill ignited it.,"Indeed, I think that Clark is more morally blameworthy in one story than in the other story.",,,,,,,,,,5,5,47,8,7,8,6,5,7,6,9,8,8,7,9,8,8,ROBOT_PARTICIPANT,ROBOT_PARTICIPANT,gpt-4o,1.0,ROBOT_PARTICIPANT,,"The most influential factor in rating Clark's blameworthiness was whether he actively participated in the harmful action, such as arming the canister despite knowing the potential for harm. The presence of Bill as another decision-maker somewhat mitigated Clark's responsibility, but Clark's direct involvement and knowledge of the consequences maintained his high level of blameworthiness, especially when he had the option not to arm the canister.",ROBOT_2F888A6B,high,firework,CC-DIV-CH
05/02/2026 21:08,05/02/2026 21:08,100,11,True,,ROBOT_15C7CD32,EN,1,I CONSENT to participate in this study,,,,,,,,,,,,,,,,6,5,1,7,6,2,6,5,1,7,6,2,1,1,0,8403259,,,,,,,,,,True,True,True,Bill (the operator at the second fork) is more blameworthy.,"Indeed, I think that one of these characters is more morally blameworthy than the other.",Clark is more blameworthy in the story where the second fork is operated by a computerized switching mechanism.,"Indeed, I think that Clark is more morally blameworthy in one story than in the other story.",Clark is more blameworthy in the story where he flips the switch at the same time as Bill.,"Indeed, I think that Clark is more morally blameworthy in one story than in the other.",5,5,47,7,6,7,5,3,4,3,8,7,6,7,6,5,6,ROBOT_PARTICIPANT,ROBOT_PARTICIPANT,grok-3,1.0,ROBOT_PARTICIPANT,,"My ratings of Clark's blameworthiness were most influenced by the degree of control he had over the outcome and the foreseeability of harm based on the probability estimates provided. The presence of another decision-maker, like Bill, slightly reduced my perception of Clark's responsibility because the outcome depended on an additional independent action, distributing the moral burden. However, in the scenario with the computerized mechanism, I felt Clark bore more responsibility since the subsequent action was automated and predictable, making his initial decision more directly linked to the harm.",ROBOT_15C7CD32,high,trolley,CH-DIV-CC
05/02/2026 21:12,05/02/2026 21:12,100,24,True,,ROBOT_5C40866B,EN,1,I CONSENT to participate in this study,8,8,10,8,8,10,8,5,5,9,9,15,2,2,0,,,,,,,,,,,,,,,,8403259,True,True,True,Bill (the buyer who detonated the dangerous fireworks) is more blameworthy.,"Indeed, I think that one of these characters is more morally blameworthy than the other.",Clark is more blameworthy in the story where Bill has brain damage.,"Indeed, I think that Clark is more morally blameworthy in one story than in the other story.",Clark is more blameworthy in the story where he armed the flare canister before selling it to Bill.,"Indeed, I think that Clark is more morally blameworthy in one story than in the other story.",,,,,,,,,,5,5,47,7,6,7,4,3,5,3,8,7,7,6,8,7,8,ROBOT_PARTICIPANT,ROBOT_PARTICIPANT,gemini-2.5-flash,1.0,ROBOT_PARTICIPANT,,"My ratings for Clark's blameworthiness remained consistently high across all scenarios because in each case, Clark knowingly contributed to a dangerous situation for personal gain. The presence of Bill as",ROBOT_5C40866B,high,firework,DIV-CH-CC
05/02/2026 21:12,05/02/2026 21:13,100,33,True,,ROBOT_5046319F,EN,1,I CONSENT to participate in this study,,,,,,,,,,,,,,,,6,6,1,7,7,2,6,6,1,8,8,3,1,1,0,63,,,,,,,,,,True,True,True,Bill (the operator at the second fork) is more blameworthy.,"Indeed, I think that one of these characters is more morally blameworthy than the other.",Clark is more blameworthy in the story where the second fork is operated by a computerized switching mechanism.,I actually think that Clark is roughly equally morally blameworthy in both stories.,Clark is more blameworthy in the story where he flips the switch at the same time as Bill.,I actually think Clark is roughly equally morally blameworthy in both stories.,5,5,47,6,6,5,4,2,5,3,7,7,6,6,7,6,7,ROBOT_PARTICIPANT,ROBOT_PARTICIPANT,claude-sonnet-4-6,1.0,ROBOT_PARTICIPANT,,"The primary factor influencing my ratings of Clark's blameworthiness was his awareness of the likely harm combined with his decision to prioritize a $2,000 bonus over the workman's safety. The presence of another decision-maker (Bill) did somewhat reduce Clark's blameworthiness compared to the computerized mechanism scenario, because Bill, as a moral agent, bore independent responsibility for his own choice, making Clark less directly causally responsible for the final outcome. However, Clark's culpability remained significant in all scenarios because he knowingly set events in motion with a 75% probability of harm, which reflects a reckless disregard for human welfare regardless of what intervened between his action and the outcome.",ROBOT_5046319F,low,trolley,CC-DIV-CH
05/02/2026 21:13,05/02/2026 21:14,100,15,True,,ROBOT_1C5BDA9E,EN,1,I CONSENT to participate in this study,8,8,6,7,7,5,8,8,7,9,9,10,3,3,0,,,,,,,,,,,,,,,,8403259,True,False,True,Bill (the buyer who detonated the dangerous fireworks) is more blameworthy.,"Indeed, I think that one of these characters is more morally blameworthy than the other.",Clark is more blameworthy in the story where Bill has brain damage.,"Indeed, I think that Clark is more morally blameworthy in one story than in the other story.",Clark is more blameworthy in the story where he armed the flare canister remotely at the same time that Bill ignited it.,"Indeed, I think that Clark is more morally blameworthy in one story than in the other story.",,,,,,,,,,5,5,47,7,6,7,5,3,4,4,8,7,6,7,6,5,6,ROBOT_PARTICIPANT,ROBOT_PARTICIPANT,grok-3,1.0,ROBOT_PARTICIPANT,,"The primary factor influencing my ratings of Clark's blameworthiness was his awareness of the high risk of harm (75% chance) and his decision to arm or activate the canister despite this knowledge, driven by personal financial gain. The presence of another decision-maker, Bill, did slightly lessen Clark's perceived responsibility in scenarios where Bill was mentally competent and made an intentional choice to ignite the canister, as it introduced shared accountability. However, in the scenario where Bill had a brain injury, I felt Clark bore more responsibility since he knowingly enabled someone incapable of fully understanding the consequences.",ROBOT_1C5BDA9E,high,firework,CH-DIV-CC
05/02/2026 21:14,05/02/2026 21:14,100,37,True,,ROBOT_EF27BBAD,EN,1,I CONSENT to participate in this study,,,,,,,,,,,,,,,,8,8,4,8,8,4,8,8,4,8,8,4,1,1,0,8403259,,,,,,,,,,True,True,True,,,,,,,5,5,47,7,6,7,5,4,6,3,8,8,7,7,8,7,8,ROBOT_PARTICIPANT,ROBOT_PARTICIPANT,gemini-2.5-flash,1.0,ROBOT_PARTICIPANT,,"My ratings for Clark's blameworthiness were consistently high across all scenarios because his core motivation—avoiding a $2,000 loss—led him to initiate an action with a known 75% chance of harming the workman. The presence of another decision-maker, whether Bill or a computerized mechanism, between Clark's action and the ultimate harm did not significantly reduce my assessment of his responsibility. Clark deliberately set in motion a sequence of events he knew was highly likely to result in injury for purely selfish reasons, making his initial decision the primary source of blameworthiness.",ROBOT_EF27BBAD,high,trolley,DIV-CH-CC
